text,value
",,,,,,,,,,,,,,,,,,",
",@BhaiyyaSexy @SatyaSibaSabat1 @taran_adarsh Deewar superhit nai aaj ke time ke hisaab se ATBB hai chutye dont compa\xe2\x80\xa6 https://t.co/52ENgEeb67,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",""*Virat and Anushka's future kid*\n\nAnushka: Mamma bolo beta, mammaaaa\n\nKid: Mm.. Ma.. Maa.. Madarchod!"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@dasraghubar @narendramodi @AmitShah @BJP4India @BJPLive @BJP4Jharkhand Madarchod brahmno se mafi mango,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@LmRajpt @imjadeja @RoflGandhi_ Suwar ke bache ..madar chod..Teri maa ki chut me..ghungru bajaunga madarchod...bhar\xe2\x80\xa6 https://t.co/bFTERvXNoQ,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@HornyGlF Fuck off! Chal bhag yahan se madarchod,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@LogicalGabbar @imjadeja Teri maa ko our Ben ko chudva sale benchod .... madarchod....Gabbar,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",I have to say this madarchod @Twitter @TwitterIndia i created multiple accounts and you locked all accounts &amp, ask f\xe2\x80\xa6 https://t.co/bt7OV8hDHi,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@I_Daredevil @ElahiHiba Ya bakrichod jyada ni uchal rhe h bhosdi vale madarchod\nBawasir c shakal ki h ye\nAnd bhokti\xe2\x80\xa6 https://t.co/zcYFxTLXe5,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@ShankhNaad @SmokingSkills_ @PetaIndia @ChouhanShivraj @PetaIndia kidhar chupe hai re madarchod peta wale gandu log.?,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@KRKActor1 tu waha kya kar raha ha madarchod. bahan k lode kaha comarision kar raha ha . tu kaha 1 No ka madarchod\xe2\x80\xa6 https://t.co/m7nBRT1yUR,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@matchmyvibe_  madarchod maar dalo,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"@jeevanblog1 Isme embarassing kya hai bey madarchod? Ahmedabad commissioner has not given permission to hold a rall\xe2\x80\xa6 https://t.co/G8Vw51FXUA,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"@NANGI_POOJA Madarchod musalman aaiysha aur wo hai,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"@LmRajpt @imjadeja @RoflGandhi_ Madarchod Randi ke bache ..gali kisko de rha hai...gand phar dunga bharve....bhosrike aukat me reh....,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"Bollywoodians are madarchod ye to kai saalon se bata raha hoon main tum logon ko. https://t.co/2tFNvDDe25,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"@ElCrankoPunko cranko madarchod you unfollowed me tu dekh ab kya karta hun main,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@M_walim @ICC @imVkohli @AnushkaSharma Teri ammi ko chodne wala insaan hai ye icc kya pure world isko badhai dekha bc hat mulle madarchod,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@OfficeOfRG Rafel Deal Rafel Deal Rafel Deal... Tum madarchod Congressio ke raj mai fighter deal kyu nahi hue?? Chu\xe2\x80\xa6 https://t.co/PjvpGURUuz,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",""@SaniyaChatterje Saniya, must say you are most madarchod randi on twitter...cum ki pyassi...abtak na jane loundo ne\xe2\x80\xa6 https://t.co/0iFjBqmb3W"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",""@girishalva @garuna73 I never donate to any madarchod hindu priests, they are chors."",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@ManishTewari you madarchod in @incindia screwed Air India and still have audacity to question Government. Kya khate ho aur kya sochte ho \xe2\x80\xa6 https://t.co/2RRcR2QQCd,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",Is madarchod Sajid Khan ko Jayvijay se kya problem h . Khud ko to kuch aata ni uski performance ko bekar bolta h..\xe2\x80\xa6 https://t.co/dJxNCXHsyh,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@sanjivbhatt teri maaa ko kuttey se chudwaya tera suwar baaap tab jakar tu madarchod paida huwa...randi ka aulaaad madarchod,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@Manan_13 @Nirmalogy @BhokalTweet Ambani supporter Madarchod mar ja,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
",@vinodkapri @HoeZaay @sakshijoshii @ravikantmittal @ajitanjum Bhadva madarchod Bhakt ....,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@updatingwait @Acutereply Ab usko chhod mjse bat kr tera baap aa gya hai ab to ldki ko beech me q la ra hai Madarch\xe2\x80\xa6 https://t.co/aRTpVwrqw6,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@Shujaatsays Teri Ammi k sath first inning Virat khela tha, tb tu paida hua, aur tera abbu Abhi us result ka gum mana rha h madarchod \xf0\x9f\xa4\xa3"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@pbhushan1 @sanjaymanjrekar Oh the madarchod liberal manjrekar retweeted. Bhadwa congress ka dalal.,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@PiranhaBlowjob Madarchod jalta hai mujhse ?,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@shailu_CA modi madarchod hai Na, maa ko khara' kar diya note ki line 96 yr old maa. Modi is harami chutiya PM"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@free_thinker teri ammi free ki raandi thi madarchod tu free ka thinker paida huwa..free mey hi randi devil ko chod\xe2\x80\xa6 https://t.co/5S9CPSLXQK,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Kutte jite nahi madarchod dusro ko bhi nahi Jeene deti,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@LmRajpt @imjadeja Teri maa ka bhosra ..bharve ki aulad ...madarchod...aukat me rahe ..nahi gand phar dunga ..bharve,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@BhaiyyaSexy @SatyaSibaSabat1 @taran_adarsh abe madarchod bhagode multi starrer ese to daava me b Naseer ka equal r\xe2\x80\xa6 https://t.co/IDVhjy72V3,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,RT @niralsoni: Madarchod kya chahta hai https://t.co/9fLcKJ4fxI,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@ShankhNaad @PetaIndia @ChouhanShivraj Kis madarchod ki he giri hui harkt,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@BuddhadevMurum1 @ColorsTV Madarchod shilpa randi rona band kar,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@Shujaatsays Madarchod , bhenchod bsdk bhikhari Jihadi Porkistani \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 aab theek"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@rssurjewala Abe chup chutye ye to congress bhi kar sakti thi  madarchod ahmedabad me aake marunga apna kam kar,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@RavishKumar_ @shuklapinku @rajnathsingh @BSF_India Bhag madarchod,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"1,Bhak Machod Mullo Ke Abbu  @bewak_sanki543 @milkygaay @Dilli_Ka_Maalik @ArvindKrejriwal @ashu3page @AamAadmiParty\xe2\x80\xa6 https://t.co/K1pRnRhz0V,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"1,@_R_aHu_L_ @Mk56Kaur bhadwe ki aulad ho tum sale madarchod ki wajah se ye zait failta hai hindu muslim ka bhen ke t\xe2\x80\xa6 https://t.co/nbdEzBGmu1,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Madarchod why did your mom meet @narendramodi in GB Road and get screwed by her. https://t.co/mSfNGZfoI1,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@_R_aHu_L_ kyu ki ye tere bap ka nay hai tweeter madarchod bhosdike teri ma hogi zopdi wali bhen ke lode nikal yaha\xe2\x80\xa6 https://t.co/Z4jafVFx1w,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@NaamHiKafiHay Terrorist Madarchod humse baat karta hai,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@aajtak @TheHurera Madarchod he SAALA,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@MallikaDua randi ki beti madarchod baaap se chuda moti bhains,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@ikillukillwekil @Kalpeshco1 @sardanarohit Madarchod chutiya tum ho sale,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Katra hotel owners madarchod hote hain,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@sanjivbhatt teri ammi ko @ShatruganSinha se chudwa madarchod minus minus plus hota hai dimaag thikaney aajaye kahi\xe2\x80\xa6 https://t.co/kE2ZjNv1FL,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@futbolpogs Narad muni Hai Madarchod,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@RoflGandhi_ @Maddy_Shaab @sambitswaraj MADARCHOD KARAMFOOT GAANDU father of Congress..,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@KRKActor1 abe Behsaram madarchod madarjaat tu abhi tak mara nahi, tu to suiside karne waala tha kutte harami madarchoddddddddddddddd???????"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""RT @ShrrinG: When any Virtue Signalling Chutiya comes to your TL, grab his collar and say They are not playing by any rules .. saala baap ko sikhata hai t's a FUCKI\xe2\x80\xa6"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Sab madarchod Neta hai.sb..,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@narendramodi177 @narendramodi arrey madarchod ky bacchey terko inko congrates karney ka time hain but ek tweet kar\xe2\x80\xa6 https://t.co/fza9YOu96m,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@Beingdaring1 @mannkakhiladi @_EternalSalman_ Chal is baat me tu Zaira waseem ki Tatti kha le hutiye...WARNA ek baa\xe2\x80\xa6 https://t.co/AyEdxdA7j3,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Madarchod https://t.co/9fLcKJ4fxI teri kon sunega,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"1,@NaamHiKafiHay Teri maa Randi Madarchod Saale Pakistani,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@gautamrockzzzzz @BiggBoss Madarchod.. Tera ghar ka nahi khati hai voh chutiye..,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@KyaUkhaadLega I m agree with you.. Behanchod madarchod log h bhosdi wali log.. Gali se hi baat smjjhane kaa \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@arunl97 @aipatel_55 @ManavDoshi2002 @INCIndia @FitchRatings madarchod choro hindustan chodo,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@dasraghubar madarchod tum vote ke liye apne bet I  tak ki dalali kar sake ho,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"0,@mukkigirl @MulloKeAbbu @bewak_sanki543 @milkygaay @Dilli_Ka_Maalik @ArvindKrejriwal @ashu3page @AamAadmiParty @AmMi @laudeya @madarchod Ok,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"0,RT @Bhak_Machod: @mukkigirl @MulloKeAbbu @bewak_sanki543 @milkygaay @Dilli_Ka_Maalik @ArvindKrejriwal @ashu3page @AamAadmiParty @AmMi @laud\xe2\x80\xa6,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@karanjohar @AnushkaSharma @imVkohli Tu madarchod haii...... Dosti ke namm par Sala dhoka deta hai,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Madarchod fawad ko toh try ball khelaya gya tha. Usey hi tum log first inning samjh liye. Grow up morons. Bhabhi se\xe2\x80\xa6 https://t.co/nTLmvxswmM,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@yuva_raj3091 @Ranidreams @ROMI13343316 Ye bahenchod, achhe khase Lund ko bekar karenge... itna bada risk le rahe hain..."",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,RT @is_enticing: kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,RT @lil_unsteady: Ladke wale: kya karti hai aapki beti?\nLadki k papa: Twitter par logo ko bahenchod bolkar gender equality me apna yogdan d\xe2\x80\xa6,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,RT @AditShinde2: @BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"0,RT @dilwala_SRK: @ISrkfanOnly @SRKsRider @SRKswarrior1 @being_tiger_ HNY k time pe 15000 kamaya tha maine..is baar payment nahi de rahe hai\xe2\x80\xa6,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@BiggBossNewz Ache Se Dekh Le Bahenchod https://t.co/1Smek5Fcl4,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,MADARCHOD LOG \n\nBAHENCHOD LOG\n\nRAT KO MOTORBIKE ME SE PETROL \nCHURANE WALE LOG,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@airtelindia bahenchod..\n Why getting lots of ad in your Wynk music app. Pure mood ki maa behen kr dete h ...,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@Robin_GoodX they don\'t know there is a word called """"BahenChod"""""",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@Bas1King \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c Acha reply diya ladkiya khe rahi Bahenchod jab itna normal hai to maal khe diya to kya galat Maal h\xe2\x80\xa6 https://t.co/6xbWS1cIlU,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@justinlouisbrad @beersbiebs Bahenchod. Aaukad mein rah.,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""RT @Bakchod_Choro: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  """" Bahenchod """" Rakh De"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@KenRoth U idiot, what d fuck ur fucking human rights watch z watching in Baluchistan? U motherfuckers shd close ur\xe2\x80\xa6 https://t.co/usrCp7pEat"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@AvijitEmmi Bahenchod .... experienced lagte ho bhai bhot\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@behenchodabhay @sarita_beta @parvatikhan2 @shikhaask5 Bahenchod sale bra nahi mangege tere bahen ki chuchi masal k\xe2\x80\xa6 https://t.co/iQB05N44Qd,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,Or koi gaali bhi nahi dega bahenchod\xf0\x9f\x98\x82 https://t.co/Zr3wbRywm3,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@Mehreenansari95 @ColorsTV @JJROCKXX @eyehinakhan Yeh Dekho Bahenchod Ko Fake Id Chala Raha Hai,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"0,RT @is_enticing: chalo acha h tumhare dost tumhare birthday ka countdown kar rahe h.\nbut iska mtlb yeh thodi h ki uska ss le k tum story da\xe2\x80\xa6,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@akramtyagi @BSF_India @rajnathsingh @Uppolice @moradabadpolice @myogiadityanath Pata nahi aise sanghi kutte ko bha\xe2\x80\xa6 https://t.co/n2PLeOgW0v,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,RT @mdawaisi92: Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@vishalIncest Bahenchod sale bra nahi mangege tere bahen ki chuchi masal kar sAli ko ghutno par bithuga n kutiya ba\xe2\x80\xa6 https://t.co/l77siKqVIk,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@deep_tejani @BiggBossCritic1 Are Bhai Apne Bahen Ka Nhi Banaya Kya Uska Bhi Bana Ke Dalna Tha Na Bahenchod Naale Me Paida Hua Kya,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  """" Bahenchod """" Rakh De"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""RT @The_Sonu_Gujjar: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  """" Bahenchod """" Rakh De"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""Bahenchod this is the saddest thing, girl ready to do anything to help a guy sleep \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 https://t.co/3rd25Wf7QS"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@OfficeOfRG Bahenchod 65 saal TK apni maa chudwa rahe the tum log,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,""@OfficeOfRG maadarchod tu dusaro ko chhod, tujhe gandhi family ka aisho-aaram mil raha hai. bahenchod dusaro ki fik\xe2\x80\xa6 https://t.co/JGPOSYKJXl"",,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
"2,@DrGPradhan Bahenchod laal chaddi goons,,,,,,,,,,,,,,,,,",1
",,,,,,,,,,,,,,,,,,",
@srirambjp @narendramodi It is the mindset issue. Congress wants to induct AAP leader Sangeeta Chandpa recently.,0
haraami insan janwar ho bey tum,1
haraam ka kahta hu,1
jeena haraam krdiya h tumne,1
hijra h kya bey,1
hijron ko bhi ab jeene ka hak h,0
jaanvar h tu kutta pilla khinka,1
kutta h tu kutte ki aulad,1
kutiya sali tujh jaison ko toh mein juti pe rakhu,1
suar ki auladheen,1
haram ki aulad ho tum,1
neechi jaat ke insan neech ho tum,1
najayaz baap ke bigre bete,1
gand mein maarke suja dunga,1
paidaishi latkhor h sale tu,1
saala aajtak samjhnhi aya ki h kya inasn tu,1
kutti sali tu bharvi h,1
soover ho gandi nale ke keere suar,1
tatti khata h tu gandh h tu,1
potty jaisis sahkal ke,1
bahencho tu h kya bey ,1
bancho h tu sale,1
bahenke laure chal hatt,1
laude lagjayengey betaji,1
do takke ke besharam insan h tu,1
betichod h tu aur tera khandan,1
bhaichod h sala tu,1
bhains ki aankh kya bolrhi h bey,1
jhant barabar bhi nhi h tu,1
kutte harami pille,1
maadherchod,1
madarchod,1
padma,1
raand,1
jamai,1
randwa,1
randi,1
bachachod,1
bachichod,1
soower,1
bachchechod,1
ullu,1
pathe,1
banda,1
booblay,1
booby,1
buble,1
babla,1
bhonsriwala,1
bhonsdiwala,1
ched,1
chut,1
chod,1
chodu,1
chodra,1
choochi,1
chuchi,1
gaandu,1
gandu,1
gaand,1
lavda,1
lawda,1
lauda,1
lund ,1
balchod,1
lavander,1
muth,1
maacho,1
mammey,1
tatte,1
toto,1
toota,1
backar,1
bhandwe,1
bhosadchod,1
bhosad,1
bumchod,1
bum,1
bur,1
chatani,1
cunt,1
cuntmama,1
chipkali,1
pasine,1
jhaat,1
chodela,1
bhagatchod,1
chhola,1
chudai,1
chudaikhana,1
chunni,1
choot,1
bhoot,1
dhakkan,1
bhajiye,1
fateychu,1
gandnatije,1
lundtopi,1
gaandu,1
gaandfat,1
gaandmasti,1
makhanchudai,1
gaandmarau,1
gandu,1
chaatu kaar krta h tu,1
teri gaand ko chaatu kya,1
beej,1
choosu,1
fakeerchod,1
lundoos,1
shorba,1
binbheja,1
bhadwe,1
parichod,1
nirodh,1
pucchi ,1
baajer,1
choud,1
bhosda,1
sadi,1
choos choos ke patla krdunga,1
aam choosana mujhe pasand h,1
tere to bare bare h choosne mein maja ayegi,1
maka,1
chinaal,1
gadde,1
joon,1
chullugand,1
doob,1
khatmal,1
gandkate,1
bambu,1
lassan,1
danda mat kro ,1
danda maarke sujadengey,1
keera,1
keeda,1
hazaarchu,1
paidaishikeeda,1
behendi,1
chus,1
machudi,1
chodoonga,1
baapchu,1
laltern,1
suhaagchudai,1
raatchuda,1
kaalu,1
neech,1
chikna,1
meetha,1
beechka,1
chooche,1
patichod,1
rundi,1
makkhi,1
biwichod,1
chodhunga,1
haathi,1
,
chodun,1
chatri,1
chode,1
chodho,1
mullekatue,1
mullikatui,1
mullekebaal,1
momedankatue,1
katua,1
chutiyapa,1
bc,1
mc,1
chudwaya,1
kutti,1
jungli,1
vahiyaat,1
jihadi,1
suar,1
ch,1
chorna,1
marwaliye,1
